web-scraper-order,web-scraper-start-url,Product_Name,Product_Price,Product_Sold
"1713627386-668","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Mic Ip Xs Xs Max Flexible Switch Power","Rp28.600","4 Terjual"
"1713627386-669","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Volume Note 11 Pro Infinix Flexible Switch Fleksibel Power","Rp13.400","4 Terjual"
"1713627386-670","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Infinix Hot 9 Play Original Flex Volume Switch Power","Rp11.200","104 Terjual"
"1713627386-671","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexibel On Off A01 Samsung Original Flexibel Power Flex Switch Fleksibel Tombol","Rp11.400","10 Terjual"
"1713627386-672","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Samsung A20s Touchscreen Kaca Lcd","Rp18.600","175 Terjual"
"1713627386-673","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Mi 8 Xiaomi Kaca Touchscreen LCD Layar Sentuh","Rp18.600","40 Terjual"
"1713627386-674","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca J730 Samsung Kaca Lcd Touchscreen Layar Sentuh J7 Pro Touch Depan","Rp18.600","54 Terjual"
"1713627386-675","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan A10 Amaoe Original 7G  7 Plus Bga Stencil IC","Rp53.600","40 Terjual"
"1713627386-676","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Oppo A57 4G Lensa Camera Lense Belakang","Rp13.600","50 Terjual"
"1713627386-677","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Touch Sudah Oca Redmi Note 5A Xiaomi Touchscreen Layar Sentuh","Rp43.200","23 Terjual"
"1713627386-678","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Xiaomi Mi4 Mi 4 LTE Tombol Volume Power Original","Rp11.200","9 Terjual"
"1713627386-679","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Papan Cas Samsung A01 A015F Original Flex Charging Board Ces","Rp46.600","6 Terjual"
"1713627386-680","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Oppo A37 Original Socket Batere Connector","Rp15.500","176 Terjual"
"1713627386-681","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Blitz 8132A 8132 Redmi Note 5A Original New Tested Xiaomi Lampu Flash","Rp23.600","19 Terjual"
"1713627386-682","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Sim Tray C3 Realme Original Simtray Lock Tempat Kartu Card","Rp18.600","3 Terjual"
"1713627386-683","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Kamera Vivo V20 5G Original Lensa Camera Belakang Lens","Rp12.600","14 Terjual"
"1713627386-684","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF 5762 ip0ne XS Max XR Original New Tested PMB5762","Rp35.100","145 Terjual"
"1713627386-685","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF WTR1625L Original New Tested WTR 1625L","Rp33.600","4 Terjual"
"1713627386-686","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan MT6359VKP PM6125 Amaoe Original Bahan Jepang Mi11 BGA","Rp48.600","78 Terjual"
"1713627386-687","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Eu4 Ram Samsung 9611 Amaoe Original Cetakan Ic Kualitas Terbaik","Rp55.200","40 Terjual"
"1713627386-688","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio SMA1305 Samsung A32 4G SMA 1305","Rp63.600","18 Terjual"
"1713627386-689","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Volume Lenovo A7000 Tombol Switch Power Flex","Rp11.400","40 Terjual"
"1713627386-690","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Touchscreen J2 Prime G532 Layar Sentuh Touch Samsung","Rp21.600","123 Terjual"
"1713627386-691","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca A6 Plus Samsung Kaca Touchscreen LCD Layar Sentuh Touch","Rp18.600","45 Terjual"
"1713627386-692","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cpu Amaoe MQ1 MQ 1 Original Cetakan BGA IC","Rp53.500","242 Terjual"
"1713627386-693","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Realme C11 Kaca Touchscreen LCD Layar Sentuh","Rp18.600","234 Terjual"
"1713627386-694","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77910-21 Asus Zenfone Max Original New Tested sky77910-21 RF 7791021","Rp33.600","40 Terjual"
"1713627386-695","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC QET5100 Network Power Supply lP 12 Original New Tested QET 5100","Rp48.600","28 Terjual"
"1713627386-696","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Oppo A15 Board Connector Flexible Charger Ces Fleksibel","Rp24.300","14 Terjual"
"1713627386-697","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Huawei P30 Pro Fleksibel Flex Volume Power Switch","Rp15.600","9 Terjual"
"1713627386-698","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Infinix Hot 12 Play Anti Gores Bening TG Pelindung Layar","Rp8.600","4 Terjual"
"1713627386-699","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Redmi 5 Plus Xiaomi Kaca Touchscreen LCD Layar Sentuh Depan","Rp17.500Rp18.600-6%","348 Terjual"
"1713627386-700","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca A83 Oppo Kaca Touchscreen LCD Layar Sentuh Touch","Rp18.600","87 Terjual"
"1713627386-701","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Wifi MT6625LN Samsung A01 Original New MT 6625LN","Rp38.600","10 Terjual"
"1713627386-702","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Oppo A54 A74 5G Fleksibel Flex Sub Main","Rp28.400","6 Terjual"
"1713627386-703","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Reno 2 Oppo Kaca Touchscreen LCD Layar Sentuh","Rp18.600","18 Terjual"
"1713627386-704","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas 328A Original New Tested Samsung SMB328 Charger Charging Ces","Rp21.500","30 Terjual"
"1713627386-705","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar On Off Oppo F9 Original Volume Power Button Outside","Rp14.400","18 Terjual"
"1713627386-706","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Infinix Hot 11s X6812 Fleksibel Sub Main Flex","Rp25.500","7 Terjual"
"1713627386-707","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas Bq25892 Original New Tested Huawei P9 Charging Ces Charger BQ 25892","Rp26.500","14 Terjual"
"1713627386-708","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77615-11 Asus Zenfone 4 Max Pro Original New Tested 77615 11","Rp34.400","19 Terjual"
"1713627386-709","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan ip 14 A16 A15 Amaoe Original BGA Stencil","Rp56.600","6 Terjual"
"1713627386-710","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Redmi 5 Xiaomi Kaca Touchscreen LCD Layar Sentuh Touch","Rp18.600","104 Terjual"
"1713627386-711","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Poco M3 Original New Loudspeaker Music Buzzer Speaker","Rp34.300","1 Terjual"
"1713627386-712","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas Sm5418 Samsung T231 T235 Original New Tested","Rp18.500","29 Terjual"
"1713627386-713","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Buzer Redmi Note 10 Original New Loudspeaker Music Buzzer Speaker Xiaomi","Rp44.600","12 Terjual"
"1713627386-714","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca C17 Realme Kaca Touchscreen LCD Layar Sentuh","Rp18.600","181 Terjual"
"1713627386-715","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Oppo A5S Socket Battery Connector Batere","Rp15.500","39 Terjual"
"1713627386-716","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Pa 77357-8 Iph 6S Plus Original New Tested 77357","Rp27.600","34 Terjual"
"1713627386-717","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Samsung A320 Socket Connector Layar","Rp16.600","3 Terjual"
"1713627386-718","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Headset Connector Redmi Note 7 Konektor Jack Handsfree Xiaomi","Rp18.600","16 Terjual"
"1713627386-719","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC PA 77645-61 Oppo A15S Original New Tested RF Sinyal 77645 61","Rp37.608","9 Terjual"
"1713627386-720","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging MOO5XO3 Original New Tested M005X03 Samsung Cas A8S G8870","Rp44.300","3 Terjual"
"1713627386-721","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai Samsung A12 A125F Connector Battery On Board","Rp18.300","16 Terjual"
"1713627386-722","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Slot Sim Tray Redmi Note 7 Original Xiaomi Lock Simtray","Rp24.000","33 Terjual"
"1713627386-723","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass Realme C21Y Oppo A16 Anti Gores Bening Pelindung Layar","Rp8.600","46 Terjual"
"1713627386-724","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan WCD9380 SDX55M Mi15 Amaoe Original Bga Stencil WCN6851 SM8450 PMX55","Rp53.600","12 Terjual"
"1713627386-725","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Exyn2100 Ram Samsung Cetakan IC BGA Amaoe Original Sam15","Rp56.300","31 Terjual"
"1713627386-726","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Samsung J7 Prime Kaca Touchscreen Layar Sentuh Depan","Rp18.600","17 Terjual"
"1713627386-727","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Realme 5i Kaca Touchscreen LCD Layar Sentuh","Rp18.600","159 Terjual"
"1713627386-728","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat BGA Cetakan lp 8 8+ X Plus Amaoe Original Stencil","Rp53.300","21 Terjual"
"1713627386-729","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Charging Bq24188 Oppo A33W Original New Tested BQ 24188","Rp34.300","11 Terjual"
"1713627386-730","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca J530 Samsung Kaca Touchscreen LCD Layar Sentuh","Rp18.600","12 Terjual"
"1713627386-731","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tempered Glass A11 Samsung Bening Pelindung Layar Screen Guard Clear","Rp8.600","32 Terjual"
"1713627386-732","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Vivo Y30 Flex Sub MainBoard","Rp28.600","1 Terjual"
"1713627386-733","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Audio Ti2557 Ti 2557 Redmi 5 Plus Note 5 Pro Original New Tested Xiaomi","Rp33.200","292 Terjual"
"1713627386-734","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Power MT6351V Redmi Note 4 Mediatek Xiaomi Original New Tested MT 6351V","Rp43.200","71 Terjual"
"1713627386-735","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Infinix Hot 10S Flex Volume Switch Button Swit Power","Rp12.600","19 Terjual"
"1713627386-736","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Mainboard Samsung S21 Plus Ultra Connector Flexible Main Fleksibel Board","Rp25.500","23 Terjual"
"1713627386-737","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Redmi 9C Kaca Touchscreen LCD Layar Sentuh","Rp18.600","182 Terjual"
"1713627386-738","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas Smb1399 Asus Rog Mate 30 Smb 1399 001-03 Charging","Rp66.500","43 Terjual"
"1713627386-739","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas 0PPD3480 Realme 7 Charging OPPD3480","Rp36.300","10 Terjual"
"1713627386-740","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Kaca Lensa Kamera A10 A20 A30 Samsung Original Lens Camera Belakang A105","Rp11.200","64 Terjual"
"1713627386-741","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex On Off Volume V23E Vivo Flexible Power Switch Fleksibel Vol","Rp14.300","11 Terjual"
"1713627386-742","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Volume Xiaomi Mi4C Switch Power Xiaomi Mi 4C","Rp12.200","11 Terjual"
"1713627386-743","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan Exynos990 Sam 12 Amaoe Original Bga Cpu Samsung SDX55M","Rp48.600","58 Terjual"
"1713627386-744","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible On Off Redmi 5A Flex Power Volume Switch Flex Xiaomi","Rp8.600","74 Terjual"
"1713627386-745","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Small Audio 338S00537 Iph 13 Pro Max Original New Tested U8300","Rp43.300","10 Terjual"
"1713627386-746","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Plat Cetakan MT6885Z Pm7250 Amaoe Original Bga Ic OV5 MT6855Z","Rp52.600","18 Terjual"
"1713627386-747","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Tombol Luar Samsung J530 J730 J5 J7 Pro Button Power Volume Side Switch On Off","Rp13.300","153 Terjual"
"1713627386-748","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Fingerprint Infinix Hot 9 Play X680 Soket Connector Finger Print Sidik Jari On Board","Rp18.300","8 Terjual"
"1713627386-749","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Glass Sudah Oca Vivo V20 Kaca Touchscreen LCD Layar Sentuh","Rp18.600","45 Terjual"
"1713627386-750","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Papan Cas Realme 3 Original Konektor Charger Cas Connector","Rp25.500","2 Terjual"
"1713627386-751","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC CPU MT6761V WB Original New Tested Infinix Hot 12i Mediatek 6761V","Rp164.400","9 Terjual"
"1713627386-752","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Board Xiaomi Redmi 6 6A Flex Fleksibel Main Sub","Rp17.600","16 Terjual"
"1713627386-753","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Cas Rzr Realme C11 Original New Tested Charging Ces Charger","Rp23.300","121 Terjual"
"1713627386-754","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai lph 6S 6 Plus Original Connector Battery Di Mesin","Rp17.300","10 Terjual"
"1713627386-755","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC CPU Sdm710 001-AA Original New Tested SDM 710","Rp223.100","5 Terjual"
"1713627386-756","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Rf Sdr8150 006 Original New Tested Baseband","Rp68.200","70 Terjual"
"1713627386-757","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexible Volume Oppo F1S A59 Tombol Switch Vol","Rp11.600","45 Terjual"
"1713627386-758","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor LCD Redmi S2 Original Socket Connector Soket Xiaomi","Rp18.600","37 Terjual"
"1713627386-759","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flexibel Papan Cas Zb601KL Asus Zenfone Max Pro M1 Fleksibel Charging","Rp26.600","3 Terjual"
"1713627386-760","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Konektor Baterai A53 2020 Oppo Original Connector Battery Soket Batere","Rp18.600","12 Terjual"
"1713627386-761","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC Touchscreen S3203B Vivo Y51 Y55 Y66 Original New Tested","Rp36.600","17 Terjual"
"1713627386-762","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","IC RF RR88916-81H Realme C11 Original New Tested RR88916 81H PA","Rp38.600","52 Terjual"
"1713627386-763","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Pelindung Kaca Kamera Infinix Xiaomi Oppo Vivo Samsung Anti Gores Camera Bening Kualitas Mantap Murah","Rp11.200","10 Terjual"
"1713627386-764","https://shopee.co.id/ipenpart?originalCategoryId=11044458#product_list","Flex Papan Cas Samsung A22 4G A225F Flexible Charger Board Charging","Rp55.200","26 Terjual"
